Time,VehicleID,Type,SectionID,SegmentID,NumLane,CurPosition,CurrentSpeed(mph), CentroidOrigin, CentroidDest,Distance2End,statusLeft,statusRight,statusStop,nextSection
12604.000000,11829,1,338,0,1,310.6748,1.9089,7994768,7994816,2.6840,0,0,1,400
12604.000000,11877,1,338,0,1,279.9477,0.0000,7994768,7994816,33.4110,0,0,1,400
12604.000000,11907,1,338,0,1,252.9159,0.0000,7994768,7994816,60.4428,0,0,1,400
12604.000000,11839,1,338,0,2,311.0387,2.2170,7994768,7994816,2.3201,0,0,1,400
12604.000000,11878,1,338,0,2,287.5131,0.0000,7994768,7994816,25.8457,0,0,1,400
12604.000000,11902,1,338,0,2,264.6784,0.0000,7994768,7994816,48.6804,0,0,1,400
12604.000000,11915,1,338,0,2,4.4737,41.6013,7994768,7994816,308.8851,0,0,0,400
12604.000000,11886,1,399,0,1,285.4213,42.8352,7994785,7994810,345.8926,0,0,0,402
12604.000000,11909,1,403,0,1,397.2497,41.5218,7994771,7994808,307.4916,0,0,0,464
12604.000000,11911,1,403,0,1,279.0495,41.0067,7994771,7994808,425.6918,0,0,0,464
12604.000000,11883,1,449,0,1,439.2826,38.0415,7994773,7994826,101.1525,0,0,0,24660
12604.000000,11894,1,449,0,1,25.3925,35.5910,7994773,7994826,515.0426,0,0,0,24660
12604.000000,11882,1,449,0,2,104.6601,30.8297,7994773,7994826,435.7750,0,0,0,24660
12604.000000,11694,1,450,0,1,106.1684,31.4705,7994768,7994816,455.5784,0,0,0,562
12604.000000,11707,1,450,0,1,20.1359,29.6567,7994768,7994816,541.6109,0,0,0,562
12604.000000,11711,1,450,0,2,114.8456,31.4924,7994768,7994816,447.8399,0,0,0,562
12604.000000,11718,1,450,0,2,37.7096,31.2910,7994768,7994816,524.9759,0,0,0,562
12604.000000,11843,1,457,0,1,703.8608,40.8088,7994773,7994812,60.8594,0,0,0,-1
12604.000000,11849,1,457,0,1,587.3230,40.4922,7994773,7994812,177.3972,0,0,0,-1
