Time,VehicleID,Type,SectionID,SegmentID,NumLane,CurPosition,CurrentSpeed(mph), CentroidOrigin, CentroidDest,Distance2End,statusLeft,statusRight,statusStop,nextSection
16204.000000,15032,1,338,0,1,308.4335,0.0000,7994768,7994793,4.9252,0,0,1,400
16204.000000,15045,1,338,0,1,164.0350,36.6561,7994768,7994816,149.3238,0,0,0,400
16204.000000,15013,1,338,0,2,308.4366,0.0000,7994768,7994816,4.9221,0,0,1,400
16204.000000,15043,1,338,0,2,223.9596,23.0177,7994768,7994816,89.3991,0,0,0,400
16204.000000,14974,1,400,0,2,1043.0404,0.0000,7994768,7994816,4.9214,0,0,1,461
16204.000000,14993,1,400,0,2,1020.5933,0.0000,7994768,7994816,27.3685,0,0,1,461
16204.000000,14955,1,400,0,3,1043.0330,0.0000,7994768,7994816,4.9288,0,0,1,461
16204.000000,14996,1,400,0,3,1021.7018,0.0000,7994768,7994816,26.2600,0,0,1,461
16204.000000,14989,1,450,0,1,167.3868,33.1891,7994775,7994793,394.3600,0,0,0,560
16204.000000,15007,1,450,0,1,85.6086,31.0205,7994775,7994793,476.1382,0,0,0,560
16204.000000,15024,1,451,0,2,497.1111,43.6745,7994779,7994822,26.6728,0,0,0,24683
16204.000000,15038,1,460,0,1,168.9222,49.5738,7994781,7994814,143.9007,0,0,0,-1
16204.000000,15037,1,460,0,2,189.8520,46.2245,7994781,7994814,122.9708,0,0,0,-1
16204.000000,15003,1,462,0,3,483.1833,0.0000,7994802,7994826,4.9239,0,0,0,7602953
16204.000000,15035,1,464,0,1,220.7061,42.9431,7994771,7994826,428.5938,0,0,0,7602953
16204.000000,15048,1,506,0,1,103.4103,35.6092,7994773,7994826,489.6165,0,0,0,563
16204.000000,15041,1,506,0,2,379.7924,37.7405,7994773,7994812,215.6548,0,0,0,563
16204.000000,15016,1,563,0,2,555.7791,0.0000,7994773,7994826,4.9462,0,0,1,449
16204.000000,15025,1,563,0,2,531.9854,1.3410,7994773,7994826,28.7399,0,0,0,449
16204.000000,15005,1,563,0,3,557.1535,0.0000,7994773,7994826,4.9470,0,0,1,449
16204.000000,15020,1,563,0,3,532.5204,0.0000,7994773,7994826,29.5801,0,0,1,449
16204.000000,15009,1,563,0,4,558.5511,0.0000,7994773,7994812,4.9247,1,0,1,452
16204.000000,15028,1,563,0,4,522.7324,8.8244,7994773,7994812,40.7434,1,0,0,452
16204.000000,14962,1,568,0,2,829.1490,0.0000,7994783,7994826,4.9238,0,0,1,7686011
16204.000000,14951,1,568,0,2,808.9248,0.0000,7994779,7994808,25.1481,0,0,1,7686011
16204.000000,14946,1,568,0,2,788.6744,0.0000,7994773,7994826,45.3984,0,0,1,7686011
16204.000000,14948,1,568,0,2,766.5267,0.0000,7994773,7994808,67.5462,0,0,1,7686011
16204.000000,14965,1,568,0,2,749.3290,0.0000,7994773,7994826,84.7438,0,0,1,7686011
16204.000000,14984,1,568,0,2,726.2488,0.1888,7994773,7994826,107.8241,0,0,0,7686011
16204.000000,14988,1,568,0,2,637.0332,32.7553,7994773,7994826,197.0397,0,0,0,7686011
16204.000000,14991,1,568,0,2,554.1322,32.7573,7994773,7994808,279.9407,0,0,0,7686011
16204.000000,14943,1,568,0,3,829.1511,0.0000,7994773,7994826,4.9218,0,0,1,7686011
16204.000000,14910,1,568,0,3,808.8102,0.0000,7994779,7994826,25.2626,0,0,1,7686011
16204.000000,14947,1,568,0,3,783.8787,0.0000,7994773,7994826,50.1941,0,0,1,7686011
16204.000000,14950,1,568,0,3,761.2959,0.0000,7994773,7994826,72.7769,0,0,1,7686011
16204.000000,14959,1,568,0,3,738.6712,0.0000,7994773,7994826,95.4017,0,0,1,7686011
16204.000000,14975,1,568,0,3,714.9861,0.0000,7994773,7994826,119.0868,0,0,0,7686011
16204.000000,15001,1,568,0,3,562.0642,37.5523,7994773,7994826,272.0087,0,0,0,7686011
16204.000000,15044,1,580,0,1,215.7144,30.9869,7994777,7994818,107.2211,0,0,0,566
16204.000000,15042,1,631,0,1,320.9561,43.0650,7994779,7994793,440.6603,0,0,0,458
16204.000000,15046,1,631,0,1,166.3549,38.5060,7994779,7994822,595.2616,0,0,0,458
16204.000000,15026,1,655,0,1,326.0454,0.0000,7994783,7994820,4.9213,0,0,1,567
16204.000000,15047,1,21931,0,3,198.2438,56.7304,7994785,7994810,1740.1220,0,0,0,399
16204.000000,15040,1,22208,0,3,59.2831,47.3351,7994781,7994814,171.1489,0,0,0,460
16204.000000,15010,1,22211,0,4,156.1885,0.0000,7994787,7994826,4.9217,1,0,1,7686011
16204.000000,15036,1,22211,0,4,127.7571,0.0000,7994787,7994808,33.3531,1,0,1,7686011
16204.000000,15021,1,22211,0,5,156.1888,0.0000,7994787,7994826,4.9214,1,0,1,7686011
16204.000000,15039,1,22211,0,5,135.1968,0.0000,7994787,7994808,25.9134,1,0,1,7686011
16204.000000,14911,1,24650,0,2,322.5287,0.0000,7994768,7994816,4.9216,0,0,1,450
16204.000000,14924,1,24650,0,2,303.0713,0.0000,7994768,7994816,24.3790,0,0,1,450
16204.000000,14915,1,24650,0,3,322.5289,0.0000,7994768,7994816,4.9213,0,0,1,450
16204.000000,15012,1,24660,0,1,237.4991,34.9881,7994779,7994820,119.8407,0,0,0,567
16204.000000,14998,1,24683,0,1,162.1540,45.1368,7994779,7994822,25.6976,0,0,0,-1
16204.000000,15019,1,24683,0,1,64.7305,44.1434,7994779,7994822,123.1211,0,0,0,-1
16204.000000,14986,1,24683,0,2,181.5658,44.5260,7994779,7994822,6.2858,0,0,0,-1
16204.000000,14995,1,24683,0,2,68.7800,44.0498,7994779,7994822,119.0717,0,0,0,-1
16204.000000,15034,1,24692,0,1,188.9108,42.0064,7994787,7994824,166.0784,0,0,0,-1
16204.000000,15008,1,7602953,0,3,185.6636,43.9460,7994771,7994808,79.0075,0,0,0,401
16204.000000,15014,1,7602953,0,3,66.8866,34.9679,7994771,7994808,197.7845,0,0,0,401
16208.000000,15032,1,338,0,1,308.4335,0.0000,7994768,7994793,4.9252,0,0,1,400
16208.000000,15045,1,338,0,1,284.0437,5.7816,7994768,7994816,29.3150,0,0,0,400
16208.000000,15013,1,338,0,2,308.4366,0.0000,7994768,7994816,4.9221,0,0,1,400
16208.000000,15043,1,338,0,2,281.9047,0.4564,7994768,7994816,31.4541,0,0,0,400
16208.000000,14978,1,399,0,2,61.7005,36.0965,7994785,7994810,569.6134,0,0,0,402
16208.000000,14993,1,400,0,2,1021.2090,1.0495,7994768,7994816,26.7528,0,0,1,461
16208.000000,15027,1,400,0,2,178.5382,37.5979,7994785,7994814,869.4236,0,0,0,460
16208.000000,14996,1,400,0,3,1022.3042,1.0267,7994768,7994816,25.6577,0,0,1,461
16208.000000,15014,1,401,0,1,47.4634,47.0137,7994771,7994808,37.9286,0,0,0,-1
16208.000000,14989,1,450,0,1,368.9133,34.7111,7994775,7994793,192.8335,0,0,0,560
16208.000000,15007,1,450,0,1,279.7608,33.8711,7994775,7994793,281.9860,0,0,0,560
16208.000000,15003,1,462,0,3,483.1833,0.0000,7994802,7994826,4.9239,0,0,1,7602953
16208.000000,15035,1,464,0,1,472.6368,42.9431,7994771,7994826,176.6631,0,0,0,7602953
16208.000000,15048,1,506,0,1,312.3156,35.6092,7994773,7994826,280.7112,0,0,0,563
16208.000000,15016,1,563,0,2,555.7791,0.0000,7994773,7994826,4.9462,0,0,1,449
16208.000000,15025,1,563,0,2,532.9316,0.0000,7994773,7994826,27.7936,0,0,1,449
16208.000000,15005,1,563,0,3,557.1535,0.0000,7994773,7994826,4.9470,0,0,1,449
16208.000000,15020,1,563,0,3,532.5204,0.0000,7994773,7994826,29.5801,0,0,1,449
16208.000000,15009,1,563,0,4,558.5511,0.0000,7994773,7994812,4.9247,1,0,1,452
16208.000000,15028,1,563,0,4,534.2286,0.0000,7994773,7994812,29.2471,1,0,1,452
16208.000000,14951,1,568,0,2,809.5612,1.0848,7994779,7994808,24.5117,0,0,1,7686011
16208.000000,14946,1,568,0,2,788.6744,0.0000,7994773,7994826,45.3984,0,0,1,7686011
16208.000000,14948,1,568,0,2,766.5267,0.0000,7994773,7994808,67.5462,0,0,1,7686011
16208.000000,14965,1,568,0,2,749.3290,0.0000,7994773,7994826,84.7438,0,0,1,7686011
16208.000000,14984,1,568,0,2,726.3595,0.0000,7994773,7994826,107.7133,0,0,1,7686011
16208.000000,14988,1,568,0,2,702.7741,0.0000,7994773,7994826,131.2987,0,0,0,7686011
16208.000000,14991,1,568,0,2,676.0188,4.5793,7994773,7994808,158.0540,0,0,0,7686011
16208.000000,14910,1,568,0,3,809.4409,1.0751,7994779,7994826,24.6319,0,0,1,7686011
16208.000000,14947,1,568,0,3,783.8787,0.0000,7994773,7994826,50.1941,0,0,1,7686011
16208.000000,14950,1,568,0,3,761.2959,0.0000,7994773,7994826,72.7769,0,0,1,7686011
16208.000000,14959,1,568,0,3,738.6712,0.0000,7994773,7994826,95.4017,0,0,1,7686011
16208.000000,14975,1,568,0,3,714.9861,0.0000,7994773,7994826,119.0868,0,0,1,7686011
16208.000000,15001,1,568,0,3,687.2101,3.0919,7994773,7994826,146.8628,0,0,0,7686011
16208.000000,15042,1,631,0,1,573.6022,43.0650,7994779,7994793,188.0143,0,0,0,458
16208.000000,15046,1,631,0,1,392.2546,38.5060,7994779,7994822,369.3619,0,0,0,458
16208.000000,15047,1,21931,0,3,531.0591,56.7304,7994785,7994810,1407.3067,0,0,0,399
16208.000000,15040,1,22208,0,3,221.1652,5.2661,7994781,7994814,9.2669,0,0,0,460
16208.000000,15010,1,22211,0,4,156.1885,0.0000,7994787,7994826,4.9217,1,0,1,7686011
16208.000000,15036,1,22211,0,4,127.7571,0.0000,7994787,7994808,33.3531,1,0,1,7686011
16208.000000,15021,1,22211,0,5,156.1888,0.0000,7994787,7994826,4.9214,1,0,1,7686011
16208.000000,15039,1,22211,0,5,135.1968,0.0000,7994787,7994808,25.9134,1,0,1,7686011
16208.000000,14911,1,24650,0,2,322.5287,0.0000,7994768,7994816,4.9216,0,0,1,450
16208.000000,14924,1,24650,0,2,303.0713,0.0000,7994768,7994816,24.3790,0,0,1,450
16208.000000,14915,1,24650,0,3,322.5289,0.0000,7994768,7994816,4.9213,0,0,1,450
16208.000000,15012,1,24660,0,1,346.5280,4.4567,7994779,7994820,10.8118,0,1,0,567
16208.000000,15017,1,7602953,0,3,206.8721,42.9888,7994771,7994808,57.7991,0,0,0,401
16212.000000,15032,1,338,0,1,308.4335,0.0000,7994768,7994793,4.9252,0,0,1,400
16212.000000,15045,1,338,0,1,290.0302,0.0000,7994768,7994816,23.3285,0,0,1,400
16212.000000,15050,1,338,0,1,113.3860,41.4002,7994768,7994816,199.9727,0,0,0,400
16212.000000,15013,1,338,0,2,308.4366,0.0000,7994768,7994816,4.9221,0,0,1,400
16212.000000,15043,1,338,0,2,282.1724,0.0000,7994768,7994816,31.1863,0,0,1,400
16212.000000,14978,1,399,0,2,301.9391,42.8262,7994785,7994810,329.3748,0,0,0,402
16212.000000,15027,1,400,0,2,399.1106,37.5979,7994785,7994814,648.8512,0,0,0,460
16212.000000,14989,1,450,0,1,540.1867,22.7766,7994775,7994793,21.5601,0,1,0,560
16212.000000,15007,1,450,0,1,463.2854,24.2982,7994775,7994793,98.4613,0,0,0,560
16212.000000,15042,1,458,0,1,22.0111,43.0650,7994779,7994793,318.9291,0,0,0,450
16212.000000,15003,1,462,0,3,483.1833,0.0000,7994802,7994826,4.9239,0,0,1,7602953
16212.000000,15048,1,506,0,1,521.2209,35.6092,7994773,7994826,71.8059,0,0,0,563
16212.000000,15049,1,506,0,1,142.0421,32.9084,7994773,7994806,450.9847,0,0,0,563
16212.000000,15053,1,506,0,1,42.8199,38.4913,7994773,7994826,550.2068,0,0,0,563
16212.000000,15054,1,506,0,2,26.0578,38.8619,7994773,7994826,569.3895,0,0,0,563
16212.000000,15016,1,563,0,2,555.7791,0.0000,7994773,7994826,4.9462,0,0,1,449
16212.000000,15025,1,563,0,2,532.9316,0.0000,7994773,7994826,27.7936,0,0,1,449
16212.000000,15005,1,563,0,3,557.1535,0.0000,7994773,7994826,4.9470,0,0,1,449
16212.000000,15020,1,563,0,3,532.5204,0.0000,7994773,7994826,29.5801,0,0,1,449
16212.000000,15041,1,563,0,3,142.1344,37.7405,7994773,7994812,419.9661,0,0,0,452
16212.000000,15009,1,563,0,4,558.5511,0.0000,7994773,7994812,4.9247,1,0,1,452
16212.000000,15028,1,563,0,4,534.2286,0.0000,7994773,7994812,29.2471,1,0,1,452
16212.000000,15044,1,566,0,1,179.5145,31.8461,7994777,7994818,152.1012,0,0,0,-1
16212.000000,15026,1,567,0,1,155.8454,38.5239,7994783,7994820,167.1013,0,0,0,-1
16212.000000,14946,1,568,0,2,831.8503,17.0269,7994773,7994826,2.2225,0,0,0,7686011
16212.000000,14948,1,568,0,2,783.8227,9.6027,7994773,7994808,50.2501,0,0,0,7686011
16212.000000,14965,1,568,0,2,751.9736,2.2540,7994773,7994826,82.0992,0,0,1,7686011
16212.000000,14984,1,568,0,2,726.3595,0.0000,7994773,7994826,107.7133,0,0,1,7686011
16212.000000,14988,1,568,0,2,702.7741,0.0000,7994773,7994826,131.2987,0,0,1,7686011
16212.000000,14991,1,568,0,2,679.8247,0.0000,7994773,7994808,154.2481,0,0,1,7686011
16212.000000,14947,1,568,0,3,826.7610,16.9202,7994773,7994826,7.3119,0,0,0,7686011
16212.000000,14950,1,568,0,3,777.8525,9.1892,7994773,7994826,56.2204,0,0,0,7686011
16212.000000,14959,1,568,0,3,741.3713,2.3013,7994773,7994826,92.7015,0,0,1,7686011
16212.000000,14975,1,568,0,3,714.9861,0.0000,7994773,7994826,119.0868,0,0,1,7686011
16212.000000,15001,1,568,0,3,689.4222,0.0000,7994773,7994826,144.6506,0,0,1,7686011
16212.000000,15051,1,580,0,1,11.6633,37.7707,7994777,7994818,311.2722,0,0,0,566
16212.000000,15046,1,631,0,1,618.1543,38.5060,7994779,7994822,143.4622,0,0,0,458
16212.000000,15047,1,21931,0,3,863.8745,56.7304,7994785,7994810,1074.4913,0,0,0,399
16212.000000,15040,1,22208,0,3,225.5107,0.0000,7994781,7994814,4.9213,0,0,1,460
16212.000000,15010,1,22211,0,4,156.1885,0.0000,7994787,7994826,4.9217,1,0,1,7686011
16212.000000,15036,1,22211,0,4,127.7571,0.0000,7994787,7994808,33.3531,1,0,1,7686011
16212.000000,15021,1,22211,0,5,156.1888,0.0000,7994787,7994826,4.9214,1,0,1,7686011
16212.000000,15039,1,22211,0,5,135.1968,0.0000,7994787,7994808,25.9134,1,0,1,7686011
16212.000000,15052,1,22215,0,2,2.4034,50.2651,7994787,7994824,117.4634,0,0,0,22211
16212.000000,14911,1,24650,0,2,322.5287,0.0000,7994768,7994816,4.9216,0,0,1,450
16212.000000,14924,1,24650,0,2,303.0713,0.0000,7994768,7994816,24.3790,0,0,1,450
16212.000000,14915,1,24650,0,3,322.5289,0.0000,7994768,7994816,4.9213,0,0,1,450
16212.000000,15012,1,24660,0,1,353.1971,2.1269,7994779,7994820,4.1426,0,1,1,567
16212.000000,15035,1,7602953,0,1,6.3121,43.2026,7994771,7994826,258.3590,0,0,0,7602962
16216.000000,15032,1,338,0,1,308.4335,0.0000,7994768,7994793,4.9252,0,0,1,400
16216.000000,15045,1,338,0,1,290.0302,0.0000,7994768,7994816,23.3285,0,0,1,400
16216.000000,15050,1,338,0,1,255.6572,8.3574,7994768,7994816,57.7015,0,0,0,400
16216.000000,15013,1,338,0,2,308.4366,0.0000,7994768,7994816,4.9221,0,0,1,400
16216.000000,15043,1,338,0,2,282.1724,0.0000,7994768,7994816,31.1863,0,0,1,400
16216.000000,14978,1,399,0,2,558.5645,44.0738,7994785,7994810,72.7494,0,0,0,402
16216.000000,15027,1,400,0,2,619.6831,37.5979,7994785,7994814,428.2788,0,0,0,460
16216.000000,15042,1,458,0,1,254.4499,31.5835,7994779,7994793,86.4903,0,1,0,450
16216.000000,15046,1,458,0,2,40.5947,38.5060,7994779,7994822,297.0720,0,0,0,451
16216.000000,14974,1,461,0,1,175.4913,34.0113,7994768,7994816,658.5454,0,0,0,569
16216.000000,14993,1,461,0,1,96.3651,32.2462,7994768,7994816,737.6716,0,0,0,569
16216.000000,14955,1,461,0,2,203.4945,37.6251,7994768,7994816,630.5423,0,0,0,569
16216.000000,14996,1,461,0,2,107.1149,33.9107,7994768,7994816,726.9219,0,0,0,569
16216.000000,15003,1,462,0,3,483.1833,0.0000,7994802,7994826,4.9239,0,0,1,7602953
16216.000000,15049,1,506,0,1,335.1028,32.9084,7994773,7994806,257.9239,0,0,0,563
16216.000000,15053,1,506,0,1,223.3573,38.2980,7994773,7994826,369.6694,0,0,0,563
16216.000000,15055,1,506,0,1,111.0038,38.0299,7994773,7994826,482.0230,0,0,0,563
16216.000000,15060,1,506,0,1,24.3306,32.5014,7994773,7994826,568.6961,0,0,0,563
16216.000000,15054,1,506,0,2,208.4480,38.8619,7994773,7994826,386.9993,0,0,0,563
16216.000000,15057,1,506,0,2,95.2156,37.9180,7994773,7994826,500.2317,0,0,0,563
16216.000000,14989,1,560,0,1,71.9988,26.8180,7994775,7994793,170.9796,0,0,0,-1
16216.000000,15016,1,563,0,2,555.7791,0.0000,7994773,7994826,4.9462,0,0,1,449
16216.000000,15025,1,563,0,2,532.9316,0.0000,7994773,7994826,27.7936,0,0,1,449
16216.000000,15048,1,563,0,2,49.6964,35.6092,7994773,7994826,511.0289,0,0,0,449
16216.000000,15005,1,563,0,3,557.1535,0.0000,7994773,7994826,4.9470,0,0,1,449
16216.000000,15020,1,563,0,3,532.5204,0.0000,7994773,7994826,29.5801,0,0,1,449
16216.000000,15041,1,563,0,3,363.5432,37.7405,7994773,7994812,198.5573,0,0,0,452
16216.000000,15009,1,563,0,4,558.5511,0.0000,7994773,7994812,4.9247,1,0,1,452
16216.000000,15028,1,563,0,4,534.2286,0.0000,7994773,7994812,29.2471,1,0,1,452
16216.000000,15012,1,567,0,1,40.9858,25.1392,7994779,7994820,281.9609,0,0,0,-1
16216.000000,14984,1,568,0,2,785.9390,20.9023,7994773,7994826,48.1339,0,0,0,7686011
16216.000000,14988,1,568,0,2,727.2480,12.0424,7994773,7994826,106.8249,0,0,0,7686011
16216.000000,14991,1,568,0,2,685.5963,4.3649,7994773,7994808,148.4765,0,0,0,7686011
16216.000000,14975,1,568,0,3,769.2589,19.0801,7994773,7994826,64.8139,0,0,0,7686011
16216.000000,15001,1,568,0,3,711.1057,10.5847,7994773,7994826,122.9672,0,0,0,7686011
16216.000000,15051,1,580,0,1,228.3059,30.4288,7994777,7994818,94.6297,0,0,0,566
16216.000000,15063,1,580,0,1,12.9701,44.6207,7994777,7994818,309.9654,0,0,0,566
16216.000000,15056,1,631,0,1,178.0561,44.4533,7994779,7994822,583.5603,0,0,0,458
16216.000000,15047,1,21931,0,3,1196.6899,56.7304,7994785,7994810,741.6759,0,0,0,399
