DetectorAimsunID,DetectorFieldID,Time(sec),flow(vph),occupancy(%)
919,100003,600,36,27.7910
920,100002,600,0,0.0000
1175,100004,600,12,9.4938
1178,100001,600,48,0.6291
919,100003,1200,18,13.6756
920,100002,1200,0,0.0000
1175,100004,1200,36,20.3085
1178,100001,1200,54,0.6902
919,100003,1800,18,12.3245
920,100002,1800,0,0.0000
1175,100004,1800,24,11.9506
1178,100001,1800,42,0.5334
919,100003,2400,66,45.8571
920,100002,2400,0,0.0000
1175,100004,2400,78,41.0792
1178,100001,2400,144,1.8467
919,100003,3000,42,30.8164
920,100002,3000,0,0.0000
1175,100004,3000,60,32.5378
1178,100001,3000,102,1.3436
919,100003,3600,60,37.3646
920,100002,3600,0,0.0000
1175,100004,3600,102,62.6419
1178,100001,3600,162,2.1693
919,100003,4200,66,35.3670
920,100002,4200,0,0.0000
1175,100004,4200,84,30.3843
1178,100001,4200,150,1.9836
919,100003,4800,108,50.3544
920,100002,4800,0,0.0000
1175,100004,4800,138,49.6399
1178,100001,4800,252,3.2010
919,100003,5400,102,40.6857
920,100002,5400,0,0.0000
1175,100004,5400,120,55.3233
1178,100001,5400,216,2.9194
919,100003,6000,78,41.3383
920,100002,6000,0,0.0000
1175,100004,6000,96,46.3979
1178,100001,6000,180,2.3714
919,100003,6600,66,36.8325
920,100002,6600,0,0.0000
1175,100004,6600,96,22.2452
1178,100001,6600,156,2.0863
919,100003,7200,114,48.5183
920,100002,7200,0,0.0000
1175,100004,7200,138,57.5502
1178,100001,7200,252,3.2748
919,100003,7800,126,61.2402
920,100002,7800,0,0.0000
1175,100004,7800,144,46.8897
1178,100001,7800,276,3.5870
919,100003,8400,126,55.9554
920,100002,8400,0,0.0000
1175,100004,8400,144,56.1738
1178,100001,8400,270,3.5166
919,100003,9000,150,55.2689
920,100002,9000,0,0.0000
1175,100004,9000,168,54.8451
1178,100001,9000,318,4.0196
919,100003,9600,186,63.3219
920,100002,9600,0,0.0000
1175,100004,9600,198,58.3506
1178,100001,9600,384,5.1174
919,100003,10200,168,64.7258
920,100002,10200,0,0.0000
1175,100004,10200,216,64.1722
1178,100001,10200,384,4.8521
919,100003,10800,174,60.0140
920,100002,10800,0,0.0000
1175,100004,10800,204,68.5827
1178,100001,10800,378,5.0005
919,100003,11400,198,63.1678
920,100002,11400,0,0.0000
1175,100004,11400,258,55.8238
1178,100001,11400,450,5.8335
919,100003,12000,228,60.5022
920,100002,12000,0,0.0000
1175,100004,12000,264,69.5768
1178,100001,12000,504,6.5346
919,100003,12600,210,63.1650
920,100002,12600,0,0.0000
1175,100004,12600,246,69.1454
1178,100001,12600,450,5.9391
919,100003,13200,180,57.1230
920,100002,13200,0,0.0000
1175,100004,13200,228,68.4406
1178,100001,13200,414,5.1775
919,100003,13800,240,69.7759
920,100002,13800,0,0.0000
1175,100004,13800,264,66.0232
1178,100001,13800,498,6.2657
919,100003,14400,198,56.3213
920,100002,14400,0,0.0000
1175,100004,14400,252,62.1625
1178,100001,14400,450,5.7018
919,100003,15000,228,61.9401
920,100002,15000,0,0.0000
1175,100004,15000,288,72.6427
1178,100001,15000,540,6.9525
919,100003,15600,252,65.0627
920,100002,15600,0,0.0000
1175,100004,15600,318,68.4507
1178,100001,15600,564,7.2669
919,100003,16200,288,68.1673
920,100002,16200,0,0.0000
1175,100004,16200,294,74.0360
1178,100001,16200,576,7.4365
919,100003,16800,264,62.5693
920,100002,16800,0,0.0000
1175,100004,16800,300,64.4238
1178,100001,16800,564,7.1428
919,100003,17400,240,71.7623
920,100002,17400,0,0.0000
1175,100004,17400,276,64.7613
1178,100001,17400,546,6.9948
919,100003,18000,276,67.1651
920,100002,18000,0,0.0000
1175,100004,18000,342,70.7226
1178,100001,18000,576,7.4595
919,100003,18600,294,67.2042
920,100002,18600,0,0.0000
1175,100004,18600,360,72.3876
1178,100001,18600,708,9.0811
919,100003,19200,306,61.4203
920,100002,19200,0,0.0000
1175,100004,19200,366,62.4727
1178,100001,19200,624,8.2954
919,100003,19800,354,73.6820
920,100002,19800,0,0.0000
1175,100004,19800,354,77.2209
1178,100001,19800,720,9.2952
919,100003,20400,336,69.8395
920,100002,20400,0,0.0000
1175,100004,20400,378,74.6619
1178,100001,20400,738,9.2991
919,100003,21000,366,72.6075
920,100002,21000,0,0.0000
1175,100004,21000,426,78.5488
1178,100001,21000,822,10.2431
919,100003,21600,462,83.2365
920,100002,21600,0,0.0000
1175,100004,21600,450,82.9595
1178,100001,21600,846,10.9065
919,100003,22200,342,74.2869
920,100002,22200,0,0.0000
1175,100004,22200,366,73.5319
1178,100001,22200,720,9.2834
919,100003,22800,378,67.2162
920,100002,22800,0,0.0000
1175,100004,22800,444,74.2035
1178,100001,22800,810,10.1873
919,100003,23400,318,71.5406
920,100002,23400,0,0.0000
1175,100004,23400,384,72.4954
1178,100001,23400,696,8.9284
919,100003,24000,492,83.5327
920,100002,24000,0,0.0000
1175,100004,24000,438,85.8540
1178,100001,24000,1002,12.8554
919,100003,24600,456,93.9307
920,100002,24600,0,0.0000
1175,100004,24600,402,94.9101
1178,100001,24600,876,39.5436
919,100003,25200,462,93.9207
920,100002,25200,0,0.0000
1175,100004,25200,378,95.4012
1178,100001,25200,888,26.6373
919,100003,25800,462,91.8334
920,100002,25800,0,0.0000
1175,100004,25800,444,93.6853
1178,100001,25800,858,11.6596
919,100003,26400,450,92.3512
920,100002,26400,0,0.0000
1175,100004,26400,438,93.3731
1178,100001,26400,840,10.9809
919,100003,27000,390,83.0037
920,100002,27000,0,0.0000
1175,100004,27000,390,78.6360
1178,100001,27000,750,9.7381
919,100003,27600,456,92.5463
920,100002,27600,0,0.0000
1175,100004,27600,444,92.9867
1178,100001,27600,1062,43.1543
919,100003,28200,438,94.4302
920,100002,28200,0,0.0000
1175,100004,28200,444,94.3019
1178,100001,28200,828,86.7476
919,100003,28800,450,94.0313
920,100002,28800,0,0.0000
1175,100004,28800,390,94.9063
1178,100001,28800,894,94.3053
