DetectorAimsunID,DetectorFieldID,Time(sec),flow(vph),occupancy(%)
919,100003,600,66,43.6672
920,100002,600,96,59.7411
1175,100004,600,54,34.7080
1178,100001,600,210,2.7378
919,100003,1200,54,39.9466
920,100002,1200,156,69.9742
1175,100004,1200,54,31.0276
1178,100001,1200,270,3.6340
919,100003,1800,48,40.7838
920,100002,1800,144,66.2013
1175,100004,1800,96,55.6496
1178,100001,1800,288,3.7487
919,100003,2400,144,66.0139
920,100002,2400,198,61.2327
1175,100004,2400,144,70.5757
1178,100001,2400,498,6.4933
919,100003,3000,96,47.8600
920,100002,3000,234,77.6638
1175,100004,3000,156,64.3634
1178,100001,3000,468,6.1297
919,100003,3600,90,39.5308
920,100002,3600,198,68.0342
1175,100004,3600,102,65.9860
1178,100001,3600,396,5.1923
919,100003,4200,198,67.2163
920,100002,4200,360,77.8058
1175,100004,4200,264,72.0550
1178,100001,4200,834,10.9018
919,100003,4800,162,90.3860
920,100002,4800,312,64.3682
1175,100004,4800,162,90.7298
1178,100001,4800,618,8.0821
919,100003,5400,186,99.9020
920,100002,5400,408,67.7785
1175,100004,5400,192,97.3489
1178,100001,5400,810,10.8154
919,100003,6000,168,100.0259
920,100002,6000,474,70.7563
1175,100004,6000,162,99.9355
1178,100001,6000,966,48.7113
919,100003,6600,192,99.9314
920,100002,6600,336,43.3002
1175,100004,6600,192,99.9248
1178,100001,6600,750,97.0215
919,100003,7200,180,99.9426
920,100002,7200,360,54.6978
1175,100004,7200,180,99.9379
1178,100001,7200,630,97.9754
919,100003,7800,144,99.8573
920,100002,7800,336,61.8959
1175,100004,7800,144,99.9454
1178,100001,7800,690,97.8357
919,100003,8400,186,99.9877
920,100002,8400,312,39.8770
1175,100004,8400,186,99.9377
1178,100001,8400,678,97.3058
919,100003,9000,186,99.9609
920,100002,9000,372,33.0257
1175,100004,9000,186,99.9457
1178,100001,9000,738,96.4675
919,100003,9600,168,99.9703
920,100002,9600,324,48.4293
1175,100004,9600,168,99.9154
1178,100001,9600,672,97.5029
919,100003,10200,186,99.9416
920,100002,10200,288,65.5334
1175,100004,10200,174,99.9277
1178,100001,10200,642,97.2670
919,100003,10800,168,99.9873
920,100002,10800,318,43.7522
1175,100004,10800,168,99.9632
1178,100001,10800,636,97.7343
919,100003,11400,162,99.8761
920,100002,11400,330,40.8600
1175,100004,11400,162,99.8667
1178,100001,11400,672,97.1592
919,100003,12000,192,99.9124
920,100002,12000,348,50.2943
1175,100004,12000,186,99.9018
1178,100001,12000,732,97.9489
919,100003,12600,180,99.7133
920,100002,12600,234,27.6574
1175,100004,12600,204,99.4503
1178,100001,12600,558,97.4665
919,100003,13200,132,99.7932
920,100002,13200,204,53.9929
1175,100004,13200,138,99.9782
1178,100001,13200,528,98.1918
919,100003,13800,192,99.8379
920,100002,13800,342,31.3612
1175,100004,13800,186,99.7985
1178,100001,13800,720,97.4715
919,100003,14400,192,99.9743
920,100002,14400,408,52.5934
1175,100004,14400,192,99.9614
1178,100001,14400,768,96.5016
919,100003,15000,156,99.6027
920,100002,15000,312,38.6480
1175,100004,15000,156,99.9001
1178,100001,15000,690,97.0533
919,100003,15600,186,99.9515
920,100002,15600,456,77.0002
1175,100004,15600,192,99.9133
1178,100001,15600,816,96.6991
919,100003,16200,174,100.0000
920,100002,16200,294,48.1531
1175,100004,16200,168,99.8521
1178,100001,16200,588,97.7536
919,100003,16800,162,99.8532
920,100002,16800,366,50.7393
1175,100004,16800,156,99.8132
1178,100001,16800,696,97.6320
919,100003,17400,186,99.7575
920,100002,17400,348,35.5810
1175,100004,17400,192,99.9620
1178,100001,17400,726,96.5580
919,100003,18000,192,99.8966
920,100002,18000,246,32.9427
1175,100004,18000,186,99.9443
1178,100001,18000,552,98.2221
919,100003,18600,150,99.9536
920,100002,18600,306,65.3428
1175,100004,18600,162,99.6821
1178,100001,18600,702,96.5063
919,100003,19200,168,99.9915
920,100002,19200,312,38.6378
1175,100004,19200,162,99.9226
1178,100001,19200,636,97.3478
919,100003,19800,192,99.9511
920,100002,19800,354,46.1600
1175,100004,19800,186,99.8889
1178,100001,19800,702,96.7562
919,100003,20400,156,99.9295
920,100002,20400,288,46.2949
1175,100004,20400,174,99.8731
1178,100001,20400,678,97.7020
919,100003,21000,192,99.7532
920,100002,21000,384,55.8843
1175,100004,21000,186,99.7985
1178,100001,21000,732,97.9497
919,100003,21600,156,99.9905
920,100002,21600,426,65.6427
1175,100004,21600,162,99.8851
1178,100001,21600,714,97.7416
919,100003,22200,156,99.9389
920,100002,22200,456,54.0852
1175,100004,22200,168,99.9215
1178,100001,22200,840,97.1560
919,100003,22800,186,100.0000
920,100002,22800,420,56.3262
1175,100004,22800,186,99.9344
1178,100001,22800,756,96.9452
919,100003,23400,198,99.9043
920,100002,23400,360,46.5527
1175,100004,23400,192,99.8733
1178,100001,23400,726,97.1440
919,100003,24000,156,99.9738
920,100002,24000,384,60.0450
1175,100004,24000,162,99.9099
1178,100001,24000,762,98.4797
919,100003,24600,162,99.9466
920,100002,24600,414,51.2273
1175,100004,24600,168,99.9676
1178,100001,24600,708,97.1750
919,100003,25200,198,99.6165
920,100002,25200,372,47.1067
1175,100004,25200,186,100.1765
1178,100001,25200,738,96.3566
919,100003,25800,156,99.9189
920,100002,25800,426,62.3363
1175,100004,25800,156,99.8777
1178,100001,25800,756,97.3831
919,100003,26400,186,99.9256
920,100002,26400,252,32.0197
1175,100004,26400,192,99.7335
1178,100001,26400,630,96.8550
919,100003,27000,156,99.9163
920,100002,27000,294,69.0337
1175,100004,27000,168,99.6601
1178,100001,27000,624,97.9237
919,100003,27600,168,99.9898
920,100002,27600,390,59.3994
1175,100004,27600,168,99.9806
1178,100001,27600,756,98.1563
919,100003,28200,186,99.9900
920,100002,28200,396,38.5048
1175,100004,28200,186,99.9263
1178,100001,28200,768,97.2800
919,100003,28800,180,99.9696
920,100002,28800,348,37.7401
1175,100004,28800,192,99.8678
1178,100001,28800,642,96.3014
