DetectorAimsunID,DetectorFieldID,Time(sec),flow(vph),occupancy(%)
4115,508102,300,0,0.0000
4444,508226,300,0,0.0000
4445,508222,300,0,0.0000
4447,508202,300,60,0.7980
4448,508217,300,0,0.0000
4449,508216,300,0,0.0000
4453,508204,300,36,0.4097
4455,508203,300,264,12.1742
4458,508205,300,384,7.3125
4656,608214,300,0,0.0000
4659,608217,300,132,1.7977
4660,608223,300,48,18.4848
4662,608203,300,192,1.8731
4663,608224,300,36,2.9959
4664,608212,300,216,17.9995
4665,608204,300,108,1.0832
4666,608213,300,0,0.0000
4669,608201,300,324,3.9140
4732,508321,300,12,0.7451
4734,508325,300,60,7.5051
4735,508309,300,228,44.8828
4736,508305,300,156,2.5767
4737,508311,300,192,70.3701
4739,508315,300,348,34.5928
4740,508307,300,216,2.0142
4741,508312,300,0,0.0000
4742,508328,300,12,1.9410
4743,508324,300,348,59.0980
4744,508304,300,168,2.3262
4746,508322,300,12,5.0396
4748,508310,300,684,59.7602
4749,508302,300,408,8.0860
5152,608306,300,0,0.0000
5155,608323,300,0,0.0000
5156,608327,300,0,0.0000
5157,608303,300,0,0.0000
5158,608307,300,0,0.0000
5159,608302,300,0,0.0000
5186,608114,300,0,0.0000
5189,608104,300,12,0.4113
5190,608108,300,144,41.6036
5192,608103,300,24,7.4594
5193,608107,300,60,13.5297
5195,608113,300,0,0.0000
5612,507215,300,36,0.8542
5613,507204,300,48,0.6511
5616,507208,300,72,0.9585
5617,507213,300,0,0.0000
5619,507202,300,156,1.8773
7602942,507206,300,168,2.0295
7602950,508106,300,300,2.8579
7602969,508201,300,444,8.6311
7602972,508208,300,96,1.0554
7602973,508206,300,120,1.5958
7602977,508207,300,24,0.3644
7602978,508301,300,96,1.7586
7602981,508303,300,324,2.8583
7602982,508306,300,348,7.0775
7602986,508308,300,192,2.6638
7633532,608230,300,264,39.5476
7674938,508215,300,60,0.4731
7674941,608102,300,144,1.6981
7674942,608106,300,108,1.2381
7674943,608105,300,312,3.8654
7674944,608101,300,324,3.8663
7674949,608222,300,0,0.0000
7674950,608221,300,0,0.0000
7674955,608202,300,276,18.2747
7674956,608206,300,0,0.0000
7674957,608209,300,648,67.7859
7674958,608322,300,192,2.2774
7674959,608326,300,192,2.3228
7674960,608305,300,336,3.7296
7674961,608301,300,264,3.0147
7678624,608205,300,336,4.0804
7678625,608219,300,144,1.8834
7678626,608207,300,96,1.0094
7678627,608208,300,144,1.4602
7823594,508105,300,384,3.1684
7823595,508101,300,300,2.6534
4115,508102,600,0,0.0000
4444,508226,600,0,0.0000
4445,508222,600,0,0.0000
4447,508202,600,132,1.3392
4448,508217,600,0,0.0000
4449,508216,600,0,0.0000
4453,508204,600,24,0.2518
4455,508203,600,288,4.2586
4458,508205,600,420,26.0015
4656,608214,600,0,0.0000
4659,608217,600,96,1.0941
4660,608223,600,48,5.7436
4662,608203,600,204,2.0400
4663,608224,600,48,18.2204
4664,608212,600,240,31.0279
4665,608204,600,180,1.7997
4666,608213,600,12,12.6950
4669,608201,600,348,4.1525
4732,508321,600,0,0.0000
4734,508325,600,36,1.0814
4735,508309,600,204,57.5782
4736,508305,600,132,2.0717
4737,508311,600,252,71.9933
4739,508315,600,312,32.2895
4740,508307,600,204,1.9035
4741,508312,600,0,0.0000
4742,508328,600,24,3.3189
