DetectorAimsunID,DetectorFieldID,Time(sec),flow(vph),occupancy(%)
4656,608214,300,0,0.0000
4659,608217,300,24,0.2666
4660,608223,300,12,20.2591
4662,608203,300,48,0.5066
4663,608224,300,0,0.0000
4664,608212,300,108,37.9749
4665,608204,300,48,0.4713
4666,608213,300,60,90.2977
4669,608201,300,276,3.1344
7633532,608230,300,96,71.8925
7674949,608222,300,0,0.0000
7674950,608221,300,0,0.0679
7674955,608202,300,72,1.4459
7674956,608206,300,12,17.2032
7674957,608209,300,420,25.9716
7678624,608205,300,240,2.7857
7678625,608219,300,60,0.7053
7678626,608207,300,60,0.6317
7678627,608208,300,72,0.7449
4656,608214,600,0,0.0000
4659,608217,600,36,0.4075
4660,608223,600,0,0.0000
4662,608203,600,84,0.8469
4663,608224,600,36,2.0724
4664,608212,600,60,41.5248
4665,608204,600,36,0.3704
4666,608213,600,108,56.6043
4669,608201,600,216,2.5549
7633532,608230,600,144,66.9969
7674949,608222,600,0,0.0000
7674950,608221,600,0,0.1889
7674955,608202,600,108,26.6829
7674956,608206,600,0,0.0000
7674957,608209,600,228,21.5288
7678624,608205,600,84,0.9116
7678625,608219,600,72,0.8027
7678626,608207,600,72,0.7603
7678627,608208,600,48,0.4513
4656,608214,900,0,0.0000
4659,608217,900,24,0.2816
4660,608223,900,0,0.0000
4662,608203,900,96,0.9665
4663,608224,900,12,37.5933
4664,608212,900,48,20.4111
4665,608204,900,24,0.2319
4666,608213,900,36,34.6513
4669,608201,900,264,3.0306
7633532,608230,900,156,78.3995
7674949,608222,900,0,0.0000
7674950,608221,900,0,0.0221
7674955,608202,900,36,4.8278
7674956,608206,900,0,0.0000
7674957,608209,900,324,26.1546
7678624,608205,900,120,1.4069
7678625,608219,900,12,0.1133
7678626,608207,900,48,0.4764
7678627,608208,900,36,0.3577
4656,608214,1200,0,0.0000
4659,608217,1200,120,1.5013
4660,608223,1200,0,0.0000
4662,608203,1200,108,1.0617
4663,608224,1200,12,9.0960
4664,608212,1200,120,44.4477
4665,608204,1200,84,0.7222
4666,608213,1200,96,71.5122
4669,608201,1200,312,3.6192
7633532,608230,1200,168,65.4783
7674949,608222,1200,0,0.0000
7674950,608221,1200,12,0.1732
7674955,608202,1200,216,33.8467
7674956,608206,1200,0,0.0000
7674957,608209,1200,456,33.4912
7678624,608205,1200,228,2.6447
7678625,608219,1200,96,1.1836
7678626,608207,1200,60,0.6341
7678627,608208,1200,48,0.6411
4656,608214,1500,0,0.0000
4659,608217,1500,72,0.8359
4660,608223,1500,24,43.4968
4662,608203,1500,144,1.4655
4663,608224,1500,0,0.0000
4664,608212,1500,96,63.3768
4665,608204,1500,72,0.7023
4666,608213,1500,108,45.0019
4669,608201,1500,384,4.5364
7633532,608230,1500,156,73.2760
7674949,608222,1500,0,0.0000
7674950,608221,1500,0,0.2134
7674955,608202,1500,132,16.2300
7674956,608206,1500,12,0.4510
7674957,608209,1500,480,34.8398
7678624,608205,1500,216,2.6016
7678625,608219,1500,72,0.7939
7678626,608207,1500,36,0.4397
7678627,608208,1500,24,0.2360
4656,608214,1800,0,0.0000
4659,608217,1800,48,0.5953
4660,608223,1800,36,30.6522
4662,608203,1800,108,1.0766
4663,608224,1800,0,0.0000
4664,608212,1800,108,52.0501
4665,608204,1800,48,0.4357
4666,608213,1800,72,34.5241
4669,608201,1800,360,4.0656
7633532,608230,1800,132,72.4839
7674949,608222,1800,0,0.0000
7674950,608221,1800,0,0.0695
7674955,608202,1800,84,23.0152
7674956,608206,1800,0,0.0000
7674957,608209,1800,516,39.4569
7678624,608205,1800,228,2.6174
7678625,608219,1800,36,0.3933
7678626,608207,1800,72,0.8088
7678627,608208,1800,72,0.7664
4656,608214,2100,0,0.0000
4659,608217,2100,60,0.7337
4660,608223,2100,0,0.0000
4662,608203,2100,156,1.6730
4663,608224,2100,36,37.2177
4664,608212,2100,192,50.4017
4665,608204,2100,120,1.3913
4666,608213,2100,72,48.8578
4669,608201,2100,396,4.5550
7633532,608230,2100,312,80.0225
7674949,608222,2100,0,0.0000
7674950,608221,2100,0,0.1358
7674955,608202,2100,132,2.6154
7674956,608206,2100,0,0.0000
7674957,608209,2100,600,32.6563
7678624,608205,2100,300,3.5540
7678625,608219,2100,72,0.8405
7678626,608207,2100,156,1.6478
7678627,608208,2100,96,1.1563
4656,608214,2400,0,0.0000
4659,608217,2400,60,0.7498
4660,608223,2400,0,0.0000
