DetectorAimsunID,DetectorFieldID,Time(sec),flow(vph),occupancy(%)
4656,608214,300,0,0.0000
4659,608217,300,24,0.2677
4660,608223,300,12,0.3389
4662,608203,300,48,0.5066
4663,608224,300,0,0.0000
4664,608212,300,24,28.4701
4665,608204,300,24,0.2448
4666,608213,300,132,68.8307
4669,608201,300,324,3.9465
7633532,608230,300,96,71.8925
7674949,608222,300,0,0.0000
7674950,608221,300,24,0.6341
7674955,608202,300,72,1.9763
7674956,608206,300,0,0.0000
7674957,608209,300,396,25.7933
7678624,608205,300,240,2.7209
7678625,608219,300,48,0.5567
7678626,608207,300,60,0.6317
7678627,608208,300,12,0.1175
4656,608214,600,0,0.0000
4659,608217,600,48,0.5369
4660,608223,600,0,0.0000
4662,608203,600,84,0.8469
4663,608224,600,36,2.0724
4664,608212,600,48,47.1043
4665,608204,600,48,0.4707
4666,608213,600,168,80.5985
4669,608201,600,372,4.3732
7633532,608230,600,144,66.9969
7674949,608222,600,0,0.0000
7674950,608221,600,0,0.3819
7674955,608202,600,96,24.9549
7674956,608206,600,0,0.0000
7674957,608209,600,360,24.3150
7678624,608205,600,120,1.3304
7678625,608219,600,48,0.5372
7678626,608207,600,72,0.7603
7678627,608208,600,24,0.2401
4656,608214,900,0,0.0000
4659,608217,900,24,0.2815
4660,608223,900,12,0.4500
4662,608203,900,108,1.1037
4663,608224,900,12,37.5848
4664,608212,900,108,68.1347
4665,608204,900,36,0.3547
4666,608213,900,144,64.6896
4669,608201,900,300,3.7037
7633532,608230,900,156,78.3995
7674949,608222,900,0,0.0000
7674950,608221,900,0,8.8542
7674955,608202,900,48,11.8573
7674956,608206,900,0,0.0000
7674957,608209,900,312,25.0117
7678624,608205,900,192,2.1846
7678625,608219,900,24,0.2534
7678626,608207,900,48,0.4764
7678627,608208,900,84,0.9130
4656,608214,1200,0,0.0000
4659,608217,1200,120,1.4686
4660,608223,1200,24,5.5133
4662,608203,1200,132,1.3629
4663,608224,1200,12,9.0960
4664,608212,1200,60,28.7113
4665,608204,1200,36,0.3806
4666,608213,1200,120,50.2637
4669,608201,1200,372,4.3465
7633532,608230,1200,168,65.4783
7674949,608222,1200,0,0.0000
7674950,608221,1200,12,0.2925
7674955,608202,1200,216,34.1616
7674956,608206,1200,0,0.0000
7674957,608209,1200,552,35.5015
7678624,608205,1200,300,3.5145
7678625,608219,1200,96,1.1439
7678626,608207,1200,60,0.6341
7678627,608208,1200,36,0.3644
4656,608214,1500,0,0.0000
4659,608217,1500,84,0.9678
4660,608223,1500,24,63.0885
4662,608203,1500,144,1.4655
4663,608224,1500,0,0.0000
4664,608212,1500,120,51.2533
4665,608204,1500,48,0.3949
4666,608213,1500,156,88.2021
4669,608201,1500,396,6.4454
7633532,608230,1500,156,73.2760
7674949,608222,1500,0,0.0000
7674950,608221,1500,12,1.3240
7674955,608202,1500,132,18.3744
7674956,608206,1500,12,1.7918
7674957,608209,1500,576,40.1016
7678624,608205,1500,336,4.1128
7678625,608219,1500,60,0.6273
7678626,608207,1500,36,0.4397
7678627,608208,1500,72,0.8009
4656,608214,1800,0,0.0000
4659,608217,1800,60,0.7204
4660,608223,1800,36,30.2465
4662,608203,1800,108,1.0886
4663,608224,1800,0,0.0000
4664,608212,1800,48,0.8253
4665,608204,1800,12,0.1183
4666,608213,1800,216,72.1699
4669,608201,1800,564,6.8704
7633532,608230,1800,132,72.4839
7674949,608222,1800,0,0.0000
7674950,608221,1800,12,1.2149
7674955,608202,1800,84,34.5226
7674956,608206,1800,12,34.2693
7674957,608209,1800,648,41.5311
7678624,608205,1800,288,3.5638
7678625,608219,1800,36,0.3708
7678626,608207,1800,72,0.8088
7678627,608208,1800,36,0.3514
4656,608214,2100,0,0.0000
4659,608217,2100,60,0.7584
4660,608223,2100,12,7.6062
4662,608203,2100,168,1.8205
4663,608224,2100,36,37.2178
4664,608212,2100,216,54.4556
4665,608204,2100,144,1.5314
4666,608213,2100,132,64.7540
4669,608201,2100,552,12.7234
7633532,608230,2100,312,80.0225
7674949,608222,2100,0,0.0000
7674950,608221,2100,12,0.6902
7674955,608202,2100,144,31.1323
7674956,608206,2100,12,0.4058
7674957,608209,2100,828,39.5909
7678624,608205,2100,516,6.6607
7678625,608219,2100,96,1.0893
7678626,608207,2100,156,1.6478
7678627,608208,2100,108,1.0168
4656,608214,2400,0,0.0000
4659,608217,2400,60,0.7646
4660,608223,2400,12,20.7824
4662,608203,2400,228,6.9906
4663,608224,2400,48,28.5297
4664,608212,2400,192,63.4611
4665,608204,2400,156,1.5297
4666,608213,2400,396,95.4322
4669,608201,2400,540,50.2284
7633532,608230,2400,360,67.9604
7674949,608222,2400,0,0.0000
7674950,608221,2400,12,1.9341
7674955,608202,2400,108,34.1338
7674956,608206,2400,0,0.0000
7674957,608209,2400,972,52.5661
7678624,608205,2400,720,10.6504
7678625,608219,2400,48,0.5732
7678626,608207,2400,132,5.4046
7678627,608208,2400,84,1.0946
4656,608214,2700,0,0.0000
4659,608217,2700,84,1.0144
4660,608223,2700,36,1.4487
4662,608203,2700,192,2.1490
4663,608224,2700,36,16.0034
4664,608212,2700,180,75.0378
4665,608204,2700,132,1.3001
4666,608213,2700,228,91.5266
4669,608201,2700,444,16.6233
7633532,608230,2700,264,81.8731
7674949,608222,2700,0,0.0000
7674950,608221,2700,24,35.0792
7674955,608202,2700,156,20.0480
7674956,608206,2700,12,0.4156
7674957,608209,2700,744,39.6117
7678624,608205,2700,600,7.9264
7678625,608219,2700,84,0.9661
7678626,608207,2700,120,1.3401
7678627,608208,2700,84,1.0001
4656,608214,3000,0,0.0000
4659,608217,3000,108,1.3151
4660,608223,3000,60,48.4076
4662,608203,3000,252,2.9094
4663,608224,3000,72,66.7664
4664,608212,3000,240,65.0333
4665,608204,3000,192,2.0761
4666,608213,3000,336,93.3904
4669,608201,3000,504,56.5440
7633532,608230,3000,324,72.3235
7674949,608222,3000,0,0.0000
7674950,608221,3000,12,3.5912
7674955,608202,3000,228,33.1958
7674956,608206,3000,0,0.0000
7674957,608209,3000,996,51.6922
7678624,608205,3000,852,16.3905
7678625,608219,3000,120,1.5264
7678626,608207,3000,144,1.8634
7678627,608208,3000,120,1.4065
4656,608214,3300,0,0.0000
4659,608217,3300,168,2.0021
4660,608223,3300,24,43.9827
4662,608203,3300,252,3.9864
4663,608224,3300,12,22.2119
4664,608212,3300,288,83.9882
4665,608204,3300,168,1.5787
4666,608213,3300,228,98.4567
4669,608201,3300,228,91.2907
7633532,608230,3300,396,78.8339
7674949,608222,3300,0,0.0000
7674950,608221,3300,0,62.0544
7674955,608202,3300,300,15.3883
7674956,608206,3300,12,0.4275
7674957,608209,3300,828,52.3363
7678624,608205,3300,852,45.3398
7678625,608219,3300,144,1.7031
7678626,608207,3300,192,3.2226
7678627,608208,3300,132,1.5510
4656,608214,3600,0,0.0000
4659,608217,3600,120,1.3803
4660,608223,3600,48,2.5374
4662,608203,3600,156,2.2812
4663,608224,3600,48,31.4312
4664,608212,3600,180,60.1873
4665,608204,3600,144,1.4313
4666,608213,3600,372,97.3527
4669,608201,3600,348,86.1572
7633532,608230,3600,288,74.0054
7674949,608222,3600,0,0.0000
7674950,608221,3600,24,6.1928
7674955,608202,3600,240,36.2873
7674956,608206,3600,24,0.8626
7674957,608209,3600,720,43.8374
7678624,608205,3600,768,35.3660
7678625,608219,3600,132,1.6539
7678626,608207,3600,168,2.5571
7678627,608208,3600,84,0.8693
4656,608214,3900,0,0.0000
4659,608217,3900,96,1.1365
